Name,World,Type,Etat,SubEtat,Flag,DES,ETA,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,UnkGroup,HitSprite,FollowEnabled,LabelOffsets,Commands
Butterfly (3),Jungle,4,0,32,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Butterfly (4),Jungle,4,0,33,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Butterfly (5),Jungle,4,0,34,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Butterfly (6),Jungle,4,0,35,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Butterfly (7),Jungle,4,0,36,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Butterfly (8),Jungle,4,0,37,Normal,16,13,80,0,0,0,0,4,0,0,,2_254_33_255
Sparkle (Single 1),All,4,0,60,Normal,4,2,0,0,0,0,0,4,0,0,,
Sparkle (Single 2),All,4,0,61,Normal,4,2,0,0,0,0,0,4,0,0,,
Sparkle (Spikes 1),All,4,0,62,Normal,4,2,0,0,0,0,0,4,0,0,,
Sparkle (Spikes 2),All,4,0,63,Normal,4,2,0,0,0,0,0,4,0,0,,
Sparkle (Notes 1),All,4,5,16,Normal,4,2,80,96,50,0,0,1,0,0,,2_254_33_255
Sparkle (Notes 1),All,4,5,16,Normal,4,2,80,96,50,0,0,4,0,0,,2_254_33_255
Sparkle (Notes 2),All,4,5,17,Normal,4,2,80,96,50,0,0,1,0,0,,2_254_33_255
Sparkle (Notes 2),All,4,5,17,Normal,4,2,80,96,50,0,0,4,0,0,,2_254_33_255
Bonus Magician,All,5,8,0,Normal,2,1,56,97,80,3,0,4,0,0,,2_254_33_255
Bonus Magician,All,5,8,0,Normal,2,1,56,97,0,3,0,0,0,0,,2_254_33_255
Bonus Magician,All,5,8,0,Normal,2,1,56,97,0,0,0,4,0,0,,2_254_33_255
Yinyang with spike (Deactive),Image,6,0,13,Normal,13,7,90,64,48,2,1,4,254,0,,30_250_33_255
Yinyang with spike (Active),Image,6,2,0,Normal,13,7,90,64,48,2,1,4,254,0,,30_250_33_255
Spiky Fruit Swing,Jungle,7,0,7,Normal,16,13,80,20,0,0,0,4,254,0,,2_254_33_255
Plum (1),Jungle,8,0,12,Normal,16,13,20,30,9,0,1,4,254,32,,2_254_33_255
Plum (1),Jungle,8,0,12,Normal,16,13,20,30,9,0,1,9,254,32,,2_254_33_255
Livingstone Little,Jungle,9,0,0,Normal,13,11,80,95,50,3,2,4,254,0,17_39_17_59_81_59,11_0_8_0_5_7_19_1_23_0_11_5_8_1_5_13_11_2_0_100_2_1_8_0_5_0_19_1_0_100_23_1_11_4_8_0_5_14_19_1_24_2_11_1_8_0_5_7_19_1_23_3_11_6_8_1_5_13_11_3_1_100_2_1_8_0_5_0_19_1_1_100_23_4_11_4_8_0_5_14_19_1_24_5_33_255
Livingstone Little (Tentacle Flower),Jungle,9,0,0,Always,13,11,80,95,50,3,2,7,254,0,17_39_17_59_81_59,11_0_8_0_5_7_19_1_23_0_11_5_8_1_5_13_11_2_0_100_2_1_8_0_5_0_19_1_0_100_23_1_11_4_8_0_5_14_19_1_24_2_11_1_8_0_5_7_19_1_23_3_11_6_8_1_5_13_11_3_1_100_2_1_8_0_5_0_19_1_1_100_23_4_11_4_8_0_5_14_19_1_24_5_33_255
Piranha,Jungle,10,0,0,Normal,17,14,80,80,0,0,1,4,255,0,,11_1_3_120_33_255
Hit Effect,All,11,5,0,Always,2,1,24,32,0,0,0,7,0,0,,2_200_33_255
Hit Effect,All,11,5,0,Always,2,1,24,32,0,0,0,7,0,0,,30_200_33_255
Hunter,Jungle,12,0,0,Normal,10,4,80,95,32,3,3,4,254,0,,2_254_33_255
Hunter,Music,12,0,0,Normal,9,4,80,95,32,3,3,4,254,0,,2_254_33_255
Hunter,Mountain,12,0,0,Normal,11,5,80,95,32,3,3,4,254,0,,2_254_33_255
Hunter,Image,12,0,0,Normal,11,4,80,95,32,3,3,4,254,0,,2_254_33_255
Hunter,Cave,12,0,0,Normal,10,5,80,95,32,3,3,4,254,0,,2_254_33_255
Bullet,Jungle,13,2,2,Always,10,5,80,64,50,0,0,7,254,0,11_27,11_1_8_2_5_2_0_20_5_11_11_2_0_10_24_0_11_3_8_2_5_2_1_20_5_11_11_4_1_10_24_1_33_255
Bullet,Music,13,2,2,Always,9,5,80,64,50,0,0,7,254,0,11_27,11_1_8_2_5_2_0_20_5_11_11_2_0_10_24_0_11_3_8_2_5_2_1_20_5_11_11_4_1_10_24_1_33_255
Bullet,Mountain,13,2,2,Always,11,6,80,64,50,0,0,7,254,0,11_27,11_1_8_2_5_2_0_20_5_11_11_2_0_10_24_0_11_3_8_2_5_2_1_20_5_11_11_4_1_10_24_1_33_255
Bullet,Image,13,2,2,Always,11,5,80,64,50,0,0,7,254,0,11_27,11_1_8_2_5_2_0_20_5_11_11_2_0_10_24_0_11_3_8_2_5_2_1_20_5_11_11_4_1_10_24_1_33_255
Bullet,Cave,13,2,2,Always,10,6,80,64,50,0,0,7,254,0,11_27,11_1_8_2_5_2_0_20_5_11_11_2_0_10_24_0_11_3_8_2_5_2_1_20_5_11_11_4_1_10_24_1_33_255
Cloud (Falling),Music,16,0,1,Normal,13,11,64,0,12,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_0_2_254_33_255
Cloud (Falling),Music,16,0,1,Normal,13,11,64,0,12,0,0,5,0,32,13,2_200_23_0_11_0_2_15_8_2_5_0_2_254_33_255
Cloud (Falling),Mountain,16,0,1,Normal,13,10,64,0,12,0,0,5,0,32,13,2_200_23_0_11_0_2_15_8_2_5_0_2_254_33_255
Stalactites (Falling),Cave,16,0,4,Normal,23,22,64,0,9,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_0_2_254_33_255
Water Lily (Falling),Jungle,16,0,40,Normal,16,13,40,50,18,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_0_2_254_33_255
Cloud (Rising),Music,17,0,1,Normal,13,11,64,0,12,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Cloud (Rising),Mountain,17,0,1,Normal,13,10,64,0,12,0,0,5,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Cloud (Rising),Mountain,17,0,1,Normal,13,10,64,0,12,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Cloud (Rising),Cave,17,0,1,Normal,14,12,64,0,12,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Stalactites (Rising),Cave,17,0,8,Normal,23,22,64,0,9,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Water Lily (Rising),Jungle,17,0,40,Normal,16,13,80,50,18,0,0,4,0,32,13,2_200_23_0_11_0_2_15_8_2_5_1_2_254_33_255
Splash,Jungle,19,0,0,Always,18,15,40,42,0,0,0,7,0,0,,2_200_33_255
Splash,Music,19,0,0,Always,27,24,40,42,0,0,0,7,0,0,,2_200_33_255
Splash,Cave,19,0,0,Always,31,30,40,42,0,0,0,7,0,0,,2_200_33_255
Splash,Cake,19,0,0,Always,25,23,40,42,0,0,0,7,0,0,,2_200_33_255
Tentacle Flower,Jungle,20,1,0,Normal,19,16,128,200,0,0,6,7,255,0,44_14_24_1_1_44_14_24_44_75,11_6_17_70_27_0_17_2_0_26_1_24_2_11_0_8_1_5_0_0_30_24_3_11_1_8_1_5_0_1_30_24_4_11_2_8_0_5_11_19_1_24_5_11_5_17_0_0_26_6_24_7_11_3_8_0_5_11_19_1_5_1_19_1_24_8_11_4_8_0_5_21_19_1_11_7_8_0_5_3_2_200_24_9_33_255
Photographer,All,21,7,0,Normal,2,1,80,0,0,0,0,4,0,0,9,2_254_23_0_11_0_5_1_19_1_33_255
Photographer,All,21,7,0,Normal,2,1,80,0,0,0,0,3,0,0,9,2_254_23_0_11_0_5_1_19_1_33_255
Cloud (Vertical),Music,22,0,10,Normal,13,11,64,0,12,0,0,4,0,32,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Cloud (Horizontal),Music,22,0,10,Normal,13,11,64,0,12,0,0,4,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Cloud (Vertical),Mountain,22,0,10,Normal,13,10,64,0,12,0,0,5,0,32,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Cloud (Horizontal),Mountain,22,0,10,Normal,13,10,64,0,12,0,0,5,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Pencil Sharpener (Vertical),Image,22,0,10,Normal,13,7,80,80,4,0,0,5,0,32,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Pencil Sharpener (Diagonal 1),Image,22,0,10,Normal,13,7,80,80,4,0,0,5,0,32,1_9,11_99_20_1_255_1_23_0_11_99_20_1_1_255_23_1_33_255
Pencil Sharpener (Diagonal 2),Image,22,0,10,Normal,13,7,80,80,4,0,0,5,0,32,1_9,11_99_20_1_1_1_23_0_11_99_20_1_255_255_23_1_33_255
Pencil Sharpener (Horizontal),Image,22,0,10,Normal,13,7,80,80,4,0,0,5,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Cloud (Horizontal),Cake,22,0,10,Normal,17,16,64,0,12,0,0,5,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Cloud (Vertical),Cake,22,0,10,Normal,17,16,64,0,12,0,0,5,0,32,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Water Lily (Horizontal 1),Jungle,22,0,16,Normal,16,13,40,0,18,0,0,4,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Rayman On Bzzit,Jungle,23,6,0,Normal,23,19,80,80,48,0,1,7,0,0,,2_254_33_255
Cloud (Spring),Music,25,0,22,Normal,13,11,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Spring),Cave,25,0,22,Normal,14,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Disappearing),Music,26,0,21,Normal,13,11,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Disappearing),Mountain,26,0,21,Normal,13,10,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Disappearing),Mountain,26,0,21,Normal,13,10,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Disappearing),Image,26,0,21,Normal,16,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Disappearing),Cave,26,0,21,Normal,14,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Disappearing),Cake,26,0,21,Normal,17,16,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Trampoline),Music,27,0,24,Normal,13,11,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Trampoline),Music,27,0,24,Normal,13,11,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Trampoline),Mountain,27,0,24,Normal,13,10,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Trampoline),Mountain,27,0,24,Normal,13,10,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Trampoline),Image,27,0,24,Normal,16,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Trampoline),Cave,27,0,24,Normal,14,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Flashing),Music,28,0,20,Normal,13,11,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Flashing),Mountain,28,0,20,Normal,13,10,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Flashing),Mountain,28,0,20,Normal,13,10,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Flashing),Image,28,0,20,Normal,16,12,64,0,12,0,0,5,0,32,,2_254_33_255
Cloud (Flashing),Image,28,0,20,Normal,16,12,64,0,12,0,0,4,0,32,,2_254_33_255
Cloud (Flashing),Cave,28,0,20,Normal,14,12,64,0,12,0,0,4,0,32,,2_254_33_255
Ambient Starter,All,30,5,65,Editor,4,2,64,64,64,0,11,7,255,0,,
Oneup Collected,All,31,5,19,Always,4,2,80,64,32,0,200,7,0,0,,2_254_33_255
Oneup Collected,All,31,5,19,Always,4,2,80,64,32,0,200,7,0,0,,30_254_33_255
Mr Dark (Boss 2nd Phase),Cake,32,0,38,Normal,24,13,80,136,0,0,1,4,255,0,,2_254_33_255
Fireballs,Cake,33,0,37,Always,24,13,96,144,112,0,0,7,255,0,,30_200_33_255
Water Lily (Horizontal 2),Jungle,34,0,27,Normal,16,13,40,0,18,0,0,4,0,32,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Stone Man (Throws Lavaballs),Mountain,35,0,0,Normal,14,11,80,127,0,3,5,4,254,0,80_9_80_27_9_27_97_97_92_9_27,11_4_8_0_5_7_19_1_11_2_0_200_25_0_19_1_24_1_11_5_8_0_5_7_19_1_11_3_1_200_25_2_19_1_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_26_4_24_5_11_1_8_0_5_1_19_1_17_70_27_6_11_7_8_0_5_2_19_1_24_7_11_9_8_0_17_1_1_26_8_5_0_14_11_6_5_8_14_11_8_17_0_0_26_9_24_10_33_255
Lava Ball (Thrown),Mountain,36,2,2,Always,14,11,80,96,80,3,2,7,255,0,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255
Tarayzan,Jungle,37,0,0,Normal,20,17,80,97,80,0,1,4,254,0,,2_200_33_255
Magic Seed,Jungle,38,0,5,Always,20,17,20,34,20,0,0,7,0,0,,2_200_33_255
Water Lily Planted,Jungle,39,0,38,Always,16,13,40,118,18,0,0,7,0,32,,2_200_33_255
Stone Dog,Mountain,40,0,0,Normal,15,12,80,96,64,3,2,4,254,0,1_13_46_40_46_46_40_1_13_40,11_0_0_200_8_0_5_0_19_3_24_0_11_1_1_200_8_0_5_0_19_3_24_1_11_2_8_2_5_0_20_1_0_252_17_0_0_26_2_11_7_1_200_24_3_11_6_0_200_24_4_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_26_5_24_6_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_26_7_24_8_11_5_8_2_5_1_20_1_0_254_17_0_0_26_9_33_255
Stone Dog,Cave,40,0,0,Normal,17,15,80,96,64,3,2,4,254,0,1_13_46_40_46_46_40_1_13_40,11_0_0_200_8_0_5_0_19_3_24_0_11_1_1_200_8_0_5_0_19_3_24_1_11_2_8_2_5_0_20_1_0_252_17_0_0_26_2_11_7_1_200_24_3_11_6_0_200_24_4_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_26_5_24_6_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_26_7_24_8_11_5_8_2_5_1_20_1_0_254_17_0_0_26_9_33_255
Prickly,Music,41,0,0,Normal,25,22,18,32,0,0,0,4,254,0,,2_254_33_255
Prickly,Music,41,0,0,Normal,25,22,18,32,0,0,0,5,254,0,,2_254_33_255
Prickly,Mountain,41,0,0,Normal,23,18,18,32,0,0,0,4,254,0,,2_254_33_255
Prickly,Cave,41,0,0,Normal,23,22,18,32,0,0,0,5,254,0,,2_254_33_255
Prickly,Cave,41,0,0,Normal,23,22,18,32,0,0,0,4,254,0,,2_254_33_255
Exit Sign,Jungle,42,0,1,Normal,12,8,80,96,50,0,0,4,255,0,,2_254_33_255
Exit Sign,Jungle,42,0,1,Normal,12,8,80,96,50,0,0,1,255,0,,2_254_33_255
Exit Sign,Music,42,0,1,Normal,10,7,80,96,50,0,0,4,255,0,,2_254_33_255
Exit Sign,Music,42,0,1,Normal,10,7,80,96,50,0,0,1,255,0,,2_254_33_255
Exit Sign,Mountain,42,0,1,Normal,12,8,80,96,50,0,0,4,255,0,,2_254_33_255
Exit Sign,Mountain,42,0,1,Normal,12,8,80,96,50,0,0,1,255,0,,2_254_33_255
Exit Sign,Image,42,0,1,Normal,14,9,80,96,50,0,0,4,255,0,,2_254_33_255
Exit Sign,Cave,42,0,1,Normal,13,10,80,96,50,0,0,1,255,0,,2_254_33_255
Exit Sign,Cave,42,0,1,Normal,13,10,80,96,50,0,0,4,255,0,,2_254_33_255
Exit Sign,Cake,42,0,1,Normal,14,12,80,96,50,0,0,4,255,0,,2_254_33_255
Stone Man (Slams Ground),Mountain,43,0,0,Normal,14,11,80,127,0,3,5,4,254,0,82_9_82_27_9_27_99_99_94_9_27,11_4_8_0_5_7_19_1_11_2_0_200_25_0_19_1_24_1_11_5_8_0_5_7_19_1_11_3_1_200_25_2_19_1_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_26_4_24_5_11_1_8_0_5_1_19_1_17_70_27_6_11_7_8_0_5_5_19_1_19_1_24_7_11_9_8_0_17_1_1_26_8_5_0_14_11_6_5_8_14_11_8_17_0_0_26_9_24_10_33_255
Flame Projectile,Mountain,44,2,3,Always,12,7,24,14,0,3,0,7,254,0,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255
Flame Projectile,Cake,44,2,3,Always,14,11,24,14,0,3,0,7,254,0,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255
Prickly (Horizontal),Mountain,45,0,0,Normal,23,18,18,32,0,0,0,4,254,0,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Prickly (Vertical),Mountain,45,0,0,Normal,23,18,18,32,0,0,0,4,254,0,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Prickly (Horizontal),Mountain,45,0,0,Normal,23,18,18,32,0,0,0,5,254,0,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Prickly (Vertical),Mountain,45,0,0,Normal,23,18,18,32,0,0,0,5,254,0,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Prickly (Square),Mountain,45,0,0,Normal,23,18,18,32,0,0,0,4,254,0,1_9_17_25,11_99_20_1_254_0_23_0_11_99_20_1_0_2_23_1_11_99_20_1_2_0_23_2_11_99_20_1_0_254_23_3_33_255
Prickly (Triangle),Cave,45,0,0,Normal,23,22,18,32,0,0,0,4,254,0,1_9_17,11_99_20_1_2_254_23_0_11_99_20_1_2_2_23_1_11_99_20_1_254_0_23_2_33_255
Prickly (Square),Cave,45,0,0,Normal,23,22,18,32,0,0,0,4,254,0,1_9_17_25,11_99_20_1_254_0_23_0_11_99_20_1_0_2_23_1_11_99_20_1_2_0_23_2_11_99_20_1_0_254_23_3_33_255
Prickly (Vertical),Cave,45,0,0,Normal,23,22,18,32,0,0,0,4,254,0,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255
Prickly (Horizontal),Cave,45,0,0,Normal,23,22,18,32,0,0,0,4,254,0,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255
Mr Stone (Boss),Mountain,46,0,0,Normal,16,13,128,200,30,0,8,5,253,0,1_1_1_1_37_43_1,11_0_2_100_24_0_11_1_8_0_5_3_19_1_24_1_11_2_8_0_5_4_19_1_24_2_11_3_8_0_5_2_19_1_24_3_11_4_0_200_24_4_11_5_1_200_24_5_11_6_8_0_5_5_19_1_24_6_33_255
Lava Ball (Small bounce),Mountain,47,2,2,Normal,14,11,80,96,80,3,2,4,255,0,,2_254_33_255
Lava Ball (Small bounce),Cave,47,2,2,Normal,39,13,80,96,80,3,2,4,255,0,,2_254_33_255
Torch (Foreground),Mountain,48,0,3,Normal,20,14,80,50,18,0,200,1,0,0,,2_250_33_255
Flat Stone (Down),Cave,49,0,0,Normal,37,4,128,50,20,0,200,4,0,32,47_9_17_25_33_41,2_10_23_0_11_0_5_1_11_99_20_1_0_1_23_1_11_99_20_1_0_2_23_2_11_99_20_1_0_3_23_3_11_99_20_1_0_4_23_4_11_99_20_1_0_5_23_5_33_255
Bzzit (Boss),Jungle,50,0,13,Normal,14,12,80,80,48,0,5,4,254,0,1_7,11_1_19_1_23_0_11_2_30_200_24_1_33_255
Spiky Fruit (Moskito),Jungle,51,2,0,Always,15,12,19,20,0,0,1,7,254,0,,30_200_33_255
Spiky Fruit Medium (Moskito),Jungle,52,2,2,Always,15,12,40,70,0,0,1,7,254,0,,30_200_33_255
Spiky Fruit,Jungle,53,0,0,Normal,28,24,20,32,8,0,1,4,254,0,22,30_200_23_0_11_0_5_1_9_10_20_1_246_0_20_1_10_0_10_8_2_5_0_33_255
Musician,Mountain,55,0,1,Normal,21,15,18,32,0,0,0,7,0,0,,2_200_33_255
Stone Man (Throws Lavaballs Stationary),Mountain,56,0,0,Normal,14,11,80,127,0,3,15,4,254,0,1_23_67_57_1_1_1_1,11_10_8_0_5_14_19_1_24_0_11_11_8_0_5_10_19_1_17_70_28_1_24_2_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_8_0_5_14_24_4_11_1_8_0_5_1_19_1_24_5_11_7_8_0_5_9_19_1_24_6_11_12_8_0_5_13_19_2_24_7_33_255
Flying Spike (Left),Mountain,57,0,4,Normal,18,14,28,18,0,0,10,4,254,0,53_47,2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_23_1_33_255
Flying Spike (Right),Mountain,57,0,4,Normal,18,14,28,18,0,0,10,4,254,0,1_49,1_1_2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_23_1_33_255
Flying Spike (Right),Cave,57,0,4,Normal,37,4,28,18,0,0,10,4,254,0,1_49,1_1_2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_23_1_33_255
